,name,id,lat,lng,userscount,visitscount,checkinscount,tipcount,zipcode
500,King Wok,4a9d5887f964a5202b3820e3,40.72902959500233,-74.00524313972241,768,2305,2024,24,10014
501,Grand Sichuan Eastern,4dfa9cfc483b085eeda1dcab,40.74258761218343,-74.00043504625874,925,1761,1653,29,10011
502,Village Express Asian Cuisine,59dd3f41db2aeb3d9584f269,40.732298,-74.003341,2,2,2,0,10014
503,Grand Sichuan,534dbabe498e08c1f16a232b,40.730203572837,-74.00472617718445,432,689,556,9,10014
504,TT,51d7904a498ebd04dcc4d973,40.73262405395508,-74.0098648071289,1,1,1,0,
505,Noodles & Dumplings,4feb47bde4b0040bee456da2,40.731959,-74.00383,50,57,57,2,10014
506,Doo Jo Sushi,4c3936452c8020a1be658c00,40.729600000000005,-74.000885,2,2,2,0,10012
507,Acdc,51d78ee3498efc2f2d1cb4ad,40.73220443725586,-74.01051330566406,1,1,1,0,
508,So Ho Kitchen,4f32279e19836c91c7bb8f69,40.724511,-73.999763,0,0,0,0,10012
509,Golden Wok,4b55e944f964a520fcf527e3,40.732687643938974,-74.00814917724418,162,343,323,8,10014
510,QwQw,51d78f28498ec29264f6206d,40.73262405395508,-74.0098648071289,1,1,1,0,
511,Best Chinese,4dd84f25d22d38ef42ff02ef,40.74000353439989,-74.00321227270925,3,3,3,0,
512,China Palace,501e1020e4b0457aae749ed2,40.74187469482422,-74.00077819824219,0,0,0,0,10011
513,Super Noodle,4fcd4ddee4b0cc685836f14f,40.73193555384507,-74.00368628753883,285,427,425,9,10014
514,Fish Market,4a1d6741f964a520727b1fe3,40.70704985925295,-74.00180780098188,2787,4967,3416,57,10038
515,China Chalet,4a3db1e9f964a5209ba21fe3,40.70663840849561,-74.01264754403648,1871,2618,2095,36,10006
516,Ningbo Cafe,5742850f498e0114292c6a52,40.70794582988142,-74.01832186970051,336,429,146,2,10280
517,Yips Restaurant,4b3b9355f964a5202e7625e3,40.70495044677767,-74.01236009873962,686,1570,1125,20,10004
518,Chen's Buffet Bar,5851831bfad9dc11232fcb6f,40.706983,-74.008412,27,55,53,0,10005
519,No 1 Chinese Restaurant,4d421b1fc95b721e988d662b,40.70460891760118,-74.01042780561745,129,191,188,2,10004
520,Number One Chinese,4ce56fbd5bf68cfa65f23c17,40.704573575379875,-74.01040987598235,253,521,493,12,10004
521,Happy Garden,4ee168e38231cd14a23f4197,40.68738630144408,-73.99785266606374,38,113,111,1,11201
522,Jiangnan Chinese Cuisine,591d9063eacf4550665e3f18,40.70823051511181,-74.01391625404358,10,12,12,0,10006
523,New Golden Chopsticks,4af31b7ef964a520b5ea21e3,40.703941419074944,-74.01050545706468,165,475,463,14,10004
524,Szechuan & Beyond,5841b0267220e63396cb6cea,40.708866,-74.00919,6,6,6,0,10005
525,Su Hang Restaurant,575808cf38fa9ce070c7ce1b,40.70836877416477,-74.01407718658447,2,2,2,0,10006
526,Budtharasa Thai Food,4b3bebdff964a5206a7e25e3,40.70885961986275,-74.01387471996154,142,547,531,5,10006
527,Chan's Golden City,4b8c86bdf964a52028d532e3,40.687415599823,-73.997781,19,30,30,1,11201
528,Red Apple,4dc0a27852b1877d85a2379c,40.684497744502075,-74.00291754099462,44,111,111,1,11231
529,Oriental Express,4bb2195af964a520aeb83ce3,40.70744302132325,-74.00846870421927,260,853,763,5,10005
530,Zen Palate John Street,4f3296ff19836c91c7e69941,40.707833,-74.005993,1,1,1,0,10038
531,China Max,51ec27ce498e6aba2b159f3a,40.70149150976206,-73.99980928755299,3,6,6,0,
532,Dinastia,4e4dbec9bd41b76bef9272bc,40.70200830304049,-74.01320281198944,3,3,3,0,10021
533,Mediocre Pork Chop House,4f85d678e4b0388157fe64c9,40.706698468752876,-74.00959916242748,2,3,3,0,10005
534,Food Rite Express,4f32962319836c91c7e646db,40.707207,-74.007416,0,0,0,0,10038
535,A-Pou's Taste,4ecd241ae30072984c208baf,40.70287451551741,-74.01277244340157,17,25,25,1,10005
536,Moo Shu Grill,52090e45498e5500a6bd41fb,40.70677387391192,-74.0041992992451,320,461,384,13,11201
537,China Chalet - Broad St,4af07694f964a52057dc21e3,40.703771,-74.012112,25,56,56,1,10004
538,Wenger Chinese Restaurant,55f348b7498e60a6896b0144,40.707145,-74.013607,10,17,15,0,
539,A-Pou's Taste,4c6c085fd0869521def302ea,40.70276545604518,-74.0130593559012,114,241,238,9,10006
540,Su Xi,59947d0a5c683858536941c8,40.70834,-74.014155,0,0,0,0,10006
541,Tipsy Shanghai,57902901498eb57b8ea7b419,40.708323972702445,-74.01429481800531,206,239,193,5,10006
542,Studiofeast - We Love Pork & Whiskey,4fe8c060e4b098960a65e8e9,40.70508987115078,-74.01256012787448,12,12,12,0,10004
543,Yips Restaurant,4b3b9355f964a5202e7625e3,40.70495044677767,-74.01236009873962,686,1570,1125,20,10004
544,Chen's Buffet Bar,5851831bfad9dc11232fcb6f,40.706983,-74.008412,27,55,53,0,10005
545,No 1 Chinese Restaurant,4d421b1fc95b721e988d662b,40.70460891760118,-74.01042780561745,129,191,188,2,10004
546,Number One Chinese,4ce56fbd5bf68cfa65f23c17,40.704573575379875,-74.01040987598235,253,521,493,12,10004
547,China 59,4a982c7af964a520cc2a20e3,40.70917839380905,-74.00895826776383,332,465,381,9,10038
548,New Golden Chopsticks,4af31b7ef964a520b5ea21e3,40.703941419074944,-74.01050545706468,165,475,463,14,10004
549,Szechuan & Beyond,5841b0267220e63396cb6cea,40.708866,-74.00919,6,6,6,0,10005
550,Oriental Express,4bb2195af964a520aeb83ce3,40.70744302132325,-74.00846870421927,260,853,763,5,10005
551,Zen Palate John Street,4f3296ff19836c91c7e69941,40.707833,-74.005993,1,1,1,0,10038
552,Win Won Restaurant,4b88199af964a520e6df31e3,40.709122,-74.009021,12,22,22,0,10038
553,Mediocre Pork Chop House,4f85d678e4b0388157fe64c9,40.706698468752876,-74.00959916242748,2,3,3,0,10005
554,Food Rite Express,4f32962319836c91c7e646db,40.707207,-74.007416,0,0,0,0,10038
555,China Chalet - Broad St,4af07694f964a52057dc21e3,40.703771,-74.012112,25,56,56,1,10004
556,Ho Yip,4a941a63f964a520672020e3,40.709628508810056,-74.01184259657889,1908,4906,3397,35,10006
557,China Chalet,4a3db1e9f964a5209ba21fe3,40.70663840849561,-74.01264754403648,1871,2618,2095,36,10006
558,Jiangnan Chinese Cuisine,591d9063eacf4550665e3f18,40.70823051511181,-74.01391625404358,10,12,12,0,10006
559,Su Hang Restaurant,575808cf38fa9ce070c7ce1b,40.70836877416477,-74.01407718658447,2,2,2,0,10006
560,Budtharasa Thai Food,4b3bebdff964a5206a7e25e3,40.70885961986275,-74.01387471996154,142,547,531,5,10006
561,Wenger Chinese Restaurant,55f348b7498e60a6896b0144,40.707145,-74.013607,10,17,15,0,
562,Su Xi,59947d0a5c683858536941c8,40.70834,-74.014155,0,0,0,0,10006
563,Tipsy Shanghai,57902901498eb57b8ea7b419,40.708323972702445,-74.01429481800531,206,239,193,5,10006
564,Golden Unicorn Restaurant 麒麟金閣,3fd66200f964a520ece31ee3,40.713628504646834,-73.99723023176193,18689,31475,20498,213,10002
565,Shanghai Asian Manor,4bcf9774a8b3a5939497625f,40.714423425836316,-73.99890393018723,9816,16096,11051,216,10013
566,Noodle Village 粥麵軒,49d3deadf964a5201d5c1fe3,40.71412788438359,-73.99874558609585,4909,9271,6993,106,10013
567,Tasty Hand-Pulled Noodles 清味蘭州拉麵,4a7655b0f964a520dce21fe3,40.7142079238429,-73.99784713983536,6775,11222,8907,155,10013
568,Dim Sum Go Go,3fd66200f964a520fbe31ee3,40.71360309794179,-73.99797072478428,7905,11658,8172,129,10038
569,Wo Hop Restaurant,3fd66200f964a52037e31ee3,40.71426891504387,-73.99888783693314,10308,17429,15098,259,10013
570,Taiwan Pork Chop House 臺灣武昌好味道,49f61fe9f964a520046c1fe3,40.71436751328666,-73.99786861896594,3125,6430,5370,70,10013
571,Coco Fresh Tea & Juice,524f436611d257e5c4b67258,40.71425355815671,-73.99391622144877,2020,2840,745,4,10002
572,Chinese Tuxedo,582543c1b39f9613c18d8e2f,40.714430163948634,-73.99798364729664,818,930,799,25,10013
573,Kings Kitchen 金煌煲煲好,547622dd498eaea3be8a559f,40.71385235014096,-73.99364012973133,1571,2847,910,10,10002
574,Ping's Seafood,3fd66200f964a5206ce91ee3,40.71442446543967,-73.99883201776339,5005,8512,7343,76,10013
575,Fish Market,4a1d6741f964a520727b1fe3,40.70704985925295,-74.00180780098188,2787,4967,3416,57,10038
576,Buddha Bodai 佛菩提素菜,459b830af964a5208b401fe3,40.71379837914967,-73.99867652064822,3984,6217,4789,110,10013
577,M Star Cafe 明星茶餐廳,4aedda39f964a52089cf21e3,40.71420007029447,-73.99659362522682,1676,5332,3477,37,10002
578,88 Palace,4a479af0f964a520dda91fe3,40.71391929696622,-73.99427629912611,5912,8745,3759,36,10002
579,Chatham Seafood Restaurant,49c68407f964a52052571fe3,40.71388466954485,-73.99826556444168,1793,3626,3057,16,10038
580,Lee Chung Cafe,4c2659d9905a0f4792246360,40.71215548630288,-73.99642247652706,624,1674,718,5,10002
581,Hop Shing Restaurant 合誠茶樓,4b38c437f964a520245025e3,40.713932,-73.99793,2788,5934,4554,50,10038
582,Sun Hing Lung Ho Fun Tofu,4afff2b4f964a520583a22e3,40.71296798032269,-73.99514878725047,960,2126,800,22,10002
583,Lan Zhou Ramen 107,58389efb8f0be46bca889667,40.713781,-73.992902,100,117,74,2,10002
584,Hwa Yuan,59d828f0916bc1155fde2c04,40.713615,-73.996044,20,20,18,2,10002
585,21 Shanghai House,540e547e498e51456fa10db9,40.714226309775924,-73.99643590812693,825,1200,821,13,10002
586,Dumplings,4ae775c8f964a52087ab21e3,40.71281655532767,-73.99664892691227,318,561,271,6,10002
587,Sunshine Seafood Restaurant,574067e0498e1f6331988411,40.714362434776874,-73.99268388748169,100,130,109,0,10002
588,C Bao,57bf1d29498e692c4d8c41d9,40.71376782026005,-73.99932125199392,373,514,152,6,10013
589,Xing Wong BBQ Inc. 興旺燒臘飯店,52bf79c7498eb557d3c93207,40.71385804552789,-73.9937450323474,242,535,421,5,10002
590,Han Palace,507c5826e4b076bc1928c141,40.71358029976897,-73.9961274446152,710,1002,353,4,10002
591,J.J. Noodle Restaurant 好旺角,4fc6b859e4b01d7243896110,40.71285779712717,-73.9971330515272,301,546,226,4,10002
592,Mei Yu Spring Restaurant,511d6951e4b0b10a3986bb7a,40.71246460866779,-73.99712897983653,246,592,244,5,10038
593,Happy Garden Palace,4d9ce7185c33a35df465f5a0,40.71373327747963,-73.9955109956084,146,191,83,2,10002
594,Shui Mei Cafe,4f52a0d5e4b0bf6b5d63071d,40.713682115591304,-73.9948510357043,138,189,95,4,10002
595,New Wong Restaurant,4cba18bf035d236a3b46d84e,40.71388902330584,-73.99324564077698,410,710,443,6,10002
596,Hop Lee Restaurant,4a00def5f964a520b9701fe3,40.71419619092751,-73.99875753592946,1204,2004,1904,16,10013
597,Wo Hop City Inc,561c468c498ef927dec6c82a,40.714174381728654,-73.99880396765374,85,163,157,0,10013
598,Chen's Buffet Bar,5851831bfad9dc11232fcb6f,40.706983,-74.008412,27,55,53,0,10005
599,Asian Wok,500362c7e4b0c432cf7fd8be,40.70929560679293,-74.00575138465338,102,161,158,2,10038
600,Food Sing 88 Corp.,4a677f76f964a52090c91fe3,40.71356853427718,-73.99783409962185,143,401,393,15,10038
601,No 1 Chinese Restaurant,4d421b1fc95b721e988d662b,40.70460891760118,-74.01042780561745,129,191,188,2,10004
602,Manna House Bakery,4beedf312c082d7f78053142,40.713921472970185,-73.99379005898597,180,419,397,1,10002
603,Jing Star Restaurant,4ad0ad52f964a52005d920e3,40.71424399279327,-73.9962385533701,449,756,636,3,10002
604,Number One Chinese,4ce56fbd5bf68cfa65f23c17,40.704573575379875,-74.01040987598235,253,521,493,12,10004
605,Northern Tiger,53fa4bba498e47b1dc5f8e2b,40.71259782426141,-74.0160250108206,802,1544,1387,23,10080
606,Ningbo Cafe,5742850f498e0114292c6a52,40.70794582988142,-74.01832186970051,336,429,146,2,10280
607,Jiangnan Chinese Cuisine,591d9063eacf4550665e3f18,40.70823051511181,-74.01391625404358,10,12,12,0,10006
608,Su Hang Restaurant,575808cf38fa9ce070c7ce1b,40.70836877416477,-74.01407718658447,2,2,2,0,10006
609,Budtharasa Thai Food,4b3bebdff964a5206a7e25e3,40.70885961986275,-74.01387471996154,142,547,531,5,10006
610,Su Xi,59947d0a5c683858536941c8,40.70834,-74.014155,0,0,0,0,10006
611,Tipsy Shanghai,57902901498eb57b8ea7b419,40.708323972702445,-74.01429481800531,206,239,193,5,10006
612,Jing Fong Restaurant 金豐大酒樓,3fd66200f964a520d5e31ee3,40.715806532202514,-73.99704898030589,23842,40382,28236,275,10013
613,Shanghai Café Deluxe,46936ee3f964a520d0481fe3,40.71733412016059,-73.9974851229737,17375,33191,23262,340,10013
614,Golden Unicorn Restaurant 麒麟金閣,3fd66200f964a520ece31ee3,40.713628504646834,-73.99723023176193,18689,31475,20498,213,10002
615,Great N.Y. Noodletown,3fd66200f964a520b1ea1ee3,40.7150640924547,-73.99688829591487,11921,23237,15885,268,10013
616,Xi'an Famous Foods,56ccead2498e8cad8d3cedff,40.72105252664767,-73.99606868201784,2475,4549,2264,36,10012
617,Vanessa's Dumpling House,49eeaf08f964a52078681fe3,40.718301364039064,-73.99192996850243,15816,31095,25109,374,10002
618,Congee Village 粥之家,425f0400f964a52011211fe3,40.718746162264694,-73.990512460134,14487,24908,19374,205,10002
619,Spicy Village 大福星 (Spicy Village),4db3374590a0843f295fb69b,40.717182473933846,-73.99391023674033,4961,8797,5459,149,10002
620,Mission Chinese Food,4fa89bb2e4b0bad89524b84a,40.71406967691378,-73.98980855941772,12573,19170,15116,375,10002
621,Nom Wah Nolita,57dd91ce498e08473d3cc30c,40.72042694023345,-73.99433031755756,1912,2543,1279,31,10012
622,Lan Zhou Handmade Noodle & Dumpling,59e7bfa8356b4970aea1be3f,40.715538,-73.996738,60,69,69,1,10013
623,Wah Fung Number 1 Fast Food 華豐快飯店,4a96bf8ff964a520ce2620e3,40.71727831655619,-73.99417731304892,2679,4601,2674,75,10002
624,Joy Luck Palace,569d47a0498eeb7fbd002030,40.7171301715229,-73.99750772882881,2455,3567,2004,34,10013
625,Xi'an Famous Foods,5894c9a15e56b417cf79e553,40.71526003880638,-73.99724173202145,830,1080,566,8,10013
626,Wu's Wonton King,56a96c6f498e5f93f0a505fd,40.71399163703321,-73.99016885345091,1159,1767,687,6,10002
627,Shu Jiao Fu Zhou Cuisine 潭頭王福州小吃,4b391426f964a520ae5525e3,40.718432,-73.991701,2431,4492,2543,72,10002
628,Mimi Cheng's,56ddc1f8cd1028ec415bf35a,40.720468,-73.996443,894,1189,810,19,10013
629,Oriental Garden 福臨門海鮮酒家,3fd66200f964a5209fe61ee3,40.71589091885152,-73.99733645578446,5003,8352,6960,84,10013
630,Coco Fresh Tea & Juice,524f436611d257e5c4b67258,40.71425355815671,-73.99391622144877,2020,2840,745,4,10002
631,Kings Kitchen 金煌煲煲好,547622dd498eaea3be8a559f,40.71385235014096,-73.99364012973133,1571,2847,910,10,10002
632,XO Taste,4e8741b1b63493832df29d65,40.71683793455089,-73.99684926252124,2328,4443,2587,21,10013
633,Nom Wah Tu,59bdbf214c9be611fb5eae24,40.715336,-73.991384,89,117,95,1,10002
634,funny bbq 聚点,5606c755498ec78f89449528,40.71760018030402,-73.99527315155541,473,568,321,3,10013
635,M Star Cafe 明星茶餐廳,4aedda39f964a52089cf21e3,40.71420007029447,-73.99659362522682,1676,5332,3477,37,10002
636,Teado,4b2ebc57f964a520e3e524e3,40.71718422928588,-73.9948832988739,2656,5218,3473,55,10002
637,88 Palace,4a479af0f964a520dda91fe3,40.71391929696622,-73.99427629912611,5912,8745,3759,36,10002
638,North Dumpling,4aca9125f964a52060c220e3,40.71577434202553,-73.98962409427033,2425,4917,2955,67,10002
639,Upstairs Bar,4b77bb42f964a5208ea82ee3,40.714957252575246,-73.99211379858167,1883,2649,1574,16,10002
640,XO Kitchen,49f50c47f964a520896b1fe3,40.71748184806784,-73.99604732552757,2864,5477,4814,63,10013
641,Golden Dragon Boat Cafe & Bakery,4b9580fff964a52045a634e3,40.717773499495344,-73.99516895214416,327,1022,883,9,10002
642,Royal Seafood Restaurant,4bdd7814b0f5c928c4684ce3,40.717304649702356,-73.99749740784958,2681,5446,4883,35,10013
643,S.Wan Cafe 洋紫荊咖啡室,4d1f817c16cfb60cb1bd5161,40.717268814690726,-73.99241216248508,581,1941,1274,18,10002
644,Lee Chung Cafe,4c2659d9905a0f4792246360,40.71215548630288,-73.99642247652706,624,1674,718,5,10002
645,Sun Hing Lung Ho Fun Tofu,4afff2b4f964a520583a22e3,40.71296798032269,-73.99514878725047,960,2126,800,22,10002
646,Sing Kee Seafood Restaurant,4ebdba4e29c25ce5a107be6c,40.71555651302397,-73.99662510567661,992,1816,1606,12,10013
647,Ming Kee Kitchen Inc,5888cfef297c166c81a8a04b,40.718488,-73.994585,70,199,109,0,10002
648,Shanghai Asian Cuisine • 上海小館,4abac118f964a520cb8220e3,40.715917808734794,-73.9973114386594,2087,3612,3299,42,10013
649,Grand Bo Ky Restaurant 波記潮州小食,4ae5afa0f964a52076a121e3,40.71889236768727,-73.99602943843124,1463,2711,2139,29,10013
650,Kwong Wah Cake Co.,4b61e290f964a52014292ae3,40.71894988519868,-73.99624935949076,715,1977,1381,7,10013
651,The Bao Shoppe,585eca8b3e88355679a33afc,40.71447773433805,-73.99054724921032,354,479,260,3,10002
652,218 Restaurant,4bfdcd3ae529c928a589bb8c,40.71883283355385,-73.99589513199142,841,1634,1062,13,10013
653,Hwa Yuan,59d828f0916bc1155fde2c04,40.713615,-73.996044,20,20,18,2,10002
654,Shanghai Heping Restaurant,4f19bd72e4b0808f629111d1,40.71743807449281,-73.9973472579553,1802,3222,2794,34,10013
655,Happy Cafe,4bc34a294cdfc9b6a01a9721,40.714694991263045,-73.99267202150516,458,1147,765,3,10002
656,Lan Zhou Ramen 107,58389efb8f0be46bca889667,40.713781,-73.992902,100,117,74,2,10002
657,21 Shanghai House,540e547e498e51456fa10db9,40.714226309775924,-73.99643590812693,825,1200,821,13,10002
658,Dumplings,4ae775c8f964a52087ab21e3,40.71281655532767,-73.99664892691227,318,561,271,6,10002
659,Sunshine Seafood Restaurant,574067e0498e1f6331988411,40.714362434776874,-73.99268388748169,100,130,109,0,10002
660,Cafe Hong Kong 粵江春,5186eeb0498e1d856d27ba04,40.71541687652715,-73.99749410236164,853,1694,1495,26,10013
661,Xing Wong BBQ Inc. 興旺燒臘飯店,52bf79c7498eb557d3c93207,40.71385804552789,-73.9937450323474,242,535,421,5,10002
662,Tim Ho Wan 添好運,582e1f3103cf25316689c7d7,40.73120686163912,-73.99032139968189,4442,5781,3442,84,10003
663,Han Dynasty,52169fba11d21db81bdab2a0,40.732213,-73.988072,13545,24665,13942,321,10003
664,Málà Project,5647ee82498e8bfc0ddef53d,40.72719350778614,-73.98556749114132,3268,4975,2678,66,10009
665,The Bao,53dbd417498effcb4023b8ce,40.72923970030341,-73.98915491007054,8704,13509,7664,191,10003
666,Mimi Cheng's,53849e69498e22b2a6909f05,40.73079858529529,-73.98603978082964,5482,8181,4633,130,10003
667,Little Tong Noodle Shop,58d176db0b56560b9cad4cef,40.72942655338459,-73.98411110731779,994,1188,529,21,10003
668,Xi'an Famous Foods,4c2a81398abca59393c8fe1f,40.72773096258811,-73.98565153208304,12788,25691,19622,308,10003
669,Yuan Restaurant,5966b935b6eedb34a9117319,40.72964814442667,-73.98697917767726,323,359,210,7,10003
670,Sammy's Noodle Shop,3fd66200f964a520f2e91ee3,40.73517747101567,-73.99849891662598,5841,9639,6312,112,10011
671,The Tang,57559822498e34c6ad400961,40.727112712768644,-73.9855970747935,1084,1471,964,23,10009
672,Baohaus,4e32d529483bf02b1f8dc50f,40.732606089271286,-73.98557692419998,13983,22195,17027,282,10003
673,Carma East,57fd6f4c38fac31645a0b272,40.725277157179605,-73.98352594525758,484,577,296,6,10009
674,Legend Bar & Restaurant 蜀留香,4cf70d59dc40a35d63a04b54,40.7395893079078,-73.99903119143728,5781,9583,5868,96,10011
675,Hot Kitchen,4e7fc0019adffe8cdf3b2198,40.727531115312566,-73.98843694098862,3963,6571,5570,93,10003
676,Auntie Guan's Kitchen,56e310cf498e64591a7da177,40.73763278617108,-73.99740657080172,659,926,594,9,10011
677,Shu Han Ju Chinese Restaurant,540b96a9498e77fa82499dad,40.73539885615483,-73.99829670654898,313,505,397,9,10011
678,Mr Bing,59d2ca40a2c00b1e9f6cd147,40.72701,-73.98365,34,40,40,2,10009
679,Home's Kitchen,45cf45c4f964a520a0421fe3,40.739651099530946,-73.98907002702562,1799,3727,2574,25,10010
680,The Cottage,4ace96a9f964a52055d120e3,40.735329925960684,-73.98799666258779,2622,4508,3879,44,10003
681,Hunan Bistro,56905a45498ed8487e5f4860,40.732298185995525,-73.98796240437326,364,514,462,5,10003
682,Mee Noodle Shop,52bf5251498e37ca4d734227,40.730883810218835,-73.98293353048413,753,1488,987,16,10003
683,Lotus Blue,59b80f8125fb7b648e26cdda,40.735997,-73.991922,19,19,19,1,10003
684,Szechuan Mountain House 川山甲,59e929c3d48ec136ca2a3650,40.728934,-73.988963,10,10,10,1,10003
685,No. 1 Kitchen,4bf471d3e5eba5930bb01f90,40.73232924599403,-73.98178795342473,134,343,338,4,10003
686,Hot Pot Central,57e1c7eb498eea6013b0e451,40.73100282032225,-73.98593533186174,159,184,171,5,10003
687,AUNTIE GUAN'S KITCHEN,5602cb59498eda13a4d6d1a3,40.73843065649325,-73.98215570377323,140,213,206,4,10010
688,Han Dynasty,52169fba11d21db81bdab2a0,40.732213,-73.988072,13545,24665,13942,321,10003
689,Málà Project,5647ee82498e8bfc0ddef53d,40.72719350778614,-73.98556749114132,3268,4975,2678,66,10009
690,Mimi Cheng's,53849e69498e22b2a6909f05,40.73079858529529,-73.98603978082964,5482,8181,4633,130,10003
691,Little Tong Noodle Shop,58d176db0b56560b9cad4cef,40.72942655338459,-73.98411110731779,994,1188,529,21,10003
692,Xi'an Famous Foods,4c2a81398abca59393c8fe1f,40.72773096258811,-73.98565153208304,12788,25691,19622,308,10003
693,Yuan Restaurant,5966b935b6eedb34a9117319,40.72964814442667,-73.98697917767726,323,359,210,7,10003
694,The Tang,57559822498e34c6ad400961,40.727112712768644,-73.9855970747935,1084,1471,964,23,10009
695,Baohaus,4e32d529483bf02b1f8dc50f,40.732606089271286,-73.98557692419998,13983,22195,17027,282,10003
696,Carma East,57fd6f4c38fac31645a0b272,40.725277157179605,-73.98352594525758,484,577,296,6,10009
697,Hot Kitchen,4e7fc0019adffe8cdf3b2198,40.727531115312566,-73.98843694098862,3963,6571,5570,93,10003
698,Mr Bing,59d2ca40a2c00b1e9f6cd147,40.72701,-73.98365,34,40,40,2,10009
699,Hunan Bistro,56905a45498ed8487e5f4860,40.732298185995525,-73.98796240437326,364,514,462,5,10003
700,Mee Noodle Shop,52bf5251498e37ca4d734227,40.730883810218835,-73.98293353048413,753,1488,987,16,10003
701,No. 1 Kitchen,4bf471d3e5eba5930bb01f90,40.73232924599403,-73.98178795342473,134,343,338,4,10003
702,Hot Pot Central,57e1c7eb498eea6013b0e451,40.73100282032225,-73.98593533186174,159,184,171,5,10003
703,Happy Wok,4c804cc374d7b60c48a96cd8,40.72623180215731,-73.97710341181732,97,213,198,3,10009
704,China Wok,4a394cf4f964a520549f1fe3,40.722663198415994,-73.98299717467764,200,471,469,5,10009
705,Fei Ma,4a70e174f964a520acd81fe3,40.72507258413452,-73.98425632965225,160,471,462,2,10009
706,China Wok Inc.,4dcd7d4de4cd130e164f26e7,40.72202561,-73.97717649,26,91,87,1,10009
707,New Double Dragon,4b7c81b0f964a5208f972fe3,40.72407116944169,-73.9877926094403,135,246,243,4,10003
708,Red House,4b14124ff964a520cd9c23e3,40.733105738289616,-73.98681800725569,274,552,531,9,10003
709,China Town Restaurant,4bb15916f964a520ed8d3ce3,40.72162712566822,-73.9843887592994,97,129,129,2,10002
710,Clay Pot,58712f5a16f00013113d428f,40.7281401155435,-73.98696756376012,0,0,0,2,10003
711,336 East粥粉麵,57b8de9f498e486944e25d85,40.73421817106005,-73.98140788078308,0,0,0,0,10003
712,98 Flavor Taste,59752b56029a55583a226f8d,40.728827,-73.988109,5,5,5,0,10003
713,Yummy House,4a6f32aff964a52094d51fe3,40.73164662,-73.98830911,156,226,226,10,10003
714,Pho Love,57fff0dd38fa20b181502906,40.730380832918506,-73.98611783981323,0,0,0,0,10003
715,Ny Noodle Town,4da879fd43a12d0c26527981,40.7347322559436,-73.98612213498515,26,28,28,0,
716,Baron's Dim Sum,58fb77b6f62f2b14a7f0c409,40.725025,-73.98312,9,9,9,0,10009
717,Asian Express,4e1204ff62e1d997a6a4b647,40.732304683880216,-73.98798952195648,173,270,265,5,10003
718,Beijing,517950c8498e1eea6208430a,40.732935780916534,-73.98635169695791,33,60,59,1,10003
719,故乡味,51f0545d498e4142928cb694,40.729144,-73.988629,1,1,1,0,10003
720,Tasty King,4a8b0b52f964a520460b20e3,40.72980838806617,-73.97865690592889,146,451,435,2,10009
721,China Moon,4f44a10c19836ed001956457,40.722786,-73.982878,0,0,0,0,10009
722,Bar Bao,4d8293fd5ad3a093e604aafd,40.72694724260043,-73.98378632631129,29,30,30,1,10009
723,New Chinatown Restaurant,4c8910ff944e224b36782185,40.7245945452098,-73.97536110975435,14,32,32,1,10009
724,Plump Dumpling,4a5aa25cf964a520aeba1fe3,40.73038033289376,-73.9863286874492,1386,1924,1904,38,10003
725,China Star,4b720ca7f964a5201d6c2de3,40.72811939946421,-73.9850024584524,151,520,520,5,10003
726,Orchid Garden,4e4c44b4bd413c4cc66819a3,40.732061,-73.981987,1,1,1,0,10003
727,Chen's Express Kitchen,5873a0ef9c439d43ab832155,40.73308000062968,-73.98610711097716,0,0,0,0,10003
728,Fu Hao Kitchen,4e4c4d8ebd413c4cc6685a97,40.719757,-73.988518,2,2,2,0,10002
729,China1 Lounge,4c957d2472dd224bc78ba491,40.723287002126895,-73.98229988782118,9,10,10,1,10009
730,A & C Kitchen,4a397a94f964a5207f9f1fe3,40.72506,-73.978004,101,246,244,4,10009
731,Yummy Chinese,56528584498e5b9501779712,40.72406582841161,-73.97612444499029,7,8,8,0,10002
732,New Chinatown,4df94ecfd22d964c6b99bfd9,40.72040541827817,-73.97833073458874,39,118,117,2,10009
733,Sushumai Asian Fusion,59b3605ff00a705ba43f4027,40.721129,-73.987353,0,0,0,0,10002
734,Number One Chinese,4102f800f964a5206a0b1fe3,40.72427999449375,-73.9825753676373,33,36,36,0,10009
735,Zai Lai Chinese Grille,534c0415498e10b97096b590,40.729289,-73.985354,35,38,37,1,10003
736,Mr. Chow,3fd66200f964a520adea1ee3,40.758702868596544,-73.96455191801327,3491,4526,2718,56,10022
737,Land Of Plenty,4f208436e4b0e2de56db2754,40.76069209825678,-73.9666620391526,1970,3903,3044,63,10022
738,Grand Sichuan Eastern,4a6baed1f964a52097cf1fe3,40.75825611142862,-73.96604429310779,1315,2237,1550,23,10022
739,Asian 59,50196a54e4b0a36603352454,40.76145926641857,-73.96620967105336,635,1344,879,9,10022
740,Wok Chi - Stir Fry Kitchen,57e959b8cd1065372b1b68ad,40.75913059262725,-73.96830700584523,171,279,183,4,10022
741,Lilli and Loo,4adcb02ff964a520c52e21e3,40.763811,-73.967072,2891,4871,3592,43,10065
742,China 1 Kitchen,4ce735548ef78cfac4e6919b,40.76310928611921,-73.94885272410139,337,723,330,3,10044
743,Cafe Evergreen,50a6d6dae4b0b5b54c700593,40.768816456182456,-73.95533578111339,572,1082,888,15,10021
