,name,id,lat,lng,userscount,visitscount,checkinscount,tipcount,zipcode
1001,Good Taste,5105c175e4b09faec50ac3b0,40.82121613945048,-73.95449878767525,43,230,129,0,10031
1002,Fu On Kitchen,4d4c38fb64faba7a9975f28a,40.81931562023554,-73.94082675442002,31,134,130,1,10030
1003,Grand Great Wall,4b8c48fbf964a5208bc832e3,40.82122061569377,-73.9505802190639,246,734,560,4,10031
1004,Jing Hui,4b80962bf964a520f97e30e3,40.82476274101123,-73.94045340615348,122,287,204,9,10039
1005,Kim tint restaurant,4d68468e342b8cfa5bc9b72c,40.82539315966176,-73.94755183628169,7,15,15,0,10031
1006,Golden Wok,4c0b25636071a59342ece032,40.826960496307706,-73.94640130797958,137,370,309,4,10031
1007,King's Chef Chinese Restaurant,4e4e4d31bd4101d0d7a734a7,40.81849707740691,-73.93946372331968,18,78,78,0,10037
1008,Best Taste Chinese Restaurant,4c294e1597d00f472b4e41ea,40.82864292022108,-73.94837842353314,13,18,18,0,10031
1009,3640 Chinese Restaurant,56788c15498ee589d4eae3df,40.82822,-73.946976,4,4,1,0,
1010,Sing Luck Garden,4ba02a71f964a520df5e37e3,40.82424620216888,-73.95207302123835,44,175,161,4,10031
1011,New Fuon Kitchen,4e4e4d33bd4101d0d7a734c9,40.81940551096171,-73.94116288651622,3,3,3,0,10030
1012,Broadway 137th Street Chinese Restaurant,4ed95d47b8f7fcd03f05d701,40.821176756059025,-73.95408981525348,32,50,50,0,10031
1013,New Luck Garden,4b908f2cf964a520fd8f33e3,40.83275177152507,-73.94209588912703,247,495,124,2,10032
1014,Happy Family Chinese Restaurant,4e4cd50fbd413c4cc66c8579,40.831457,-73.947493,1,7,7,0,10031
1015,Ho Lee Restaurant,4b4e065ef964a520a5de26e3,40.82118687981364,-73.93943502111064,35,78,75,1,10030
1016,Great House Chinese Restaurant,4ceef9d54cd4236adf46b063,40.827613,-73.957903,1,1,1,0,11355
1017,Yong Sheng Restaurant,4e4e4d37bd4101d0d7a7354a,40.826361926456094,-73.93893560199236,14,23,19,1,10039
1018,Lucky Ho Lee,4c82d021dc018cfabe5bd36c,40.83295785,-73.945406,30,83,83,0,10032
1019,Red Star Restaurant,4dffd71dd22d5ec6f27691c1,40.822619975670015,-73.93870024311093,33,80,74,2,10039
1020,New Kim Tong,53692efd498e956e10bb12f4,40.825347900390625,-73.9474868774414,8,61,59,0,10031
1021,Yang Fan Restaurant,4cacb65944a8224b66ee3540,40.831183649844334,-73.9414499058546,19,58,58,0,10032
1022,Oriental Chinese,513c2ccfe4b0fce940606cfc,40.83377913878213,-73.94496698886483,50,195,145,2,10032
1023,Hong Garden,4e4e4d34bd4101d0d7a734ea,40.82234614341669,-73.93913077743322,40,98,85,2,10039
1024,New Happiness Chinese Food To Take Out,4b620f4ff964a5201e332ae3,40.82954071552846,-73.94813159576555,68,261,252,6,10031
1025,Empire Noodle House,4a726f62f964a52011db1fe3,40.84260363150912,-73.93960421909834,685,1464,980,11,10032
1026,Jade House,55b3da56498e35bfde50da0e,40.838601090683824,-73.93737419138682,44,91,11,0,10032
1027,Golden Star,4b8d55aef964a52050f532e3,40.84972502907437,-73.93625936786627,444,968,580,8,10033
1028,Jade Garden Chinese Restaurant,5270399211d218703bf55f83,40.84192289321093,-73.93925666872532,103,300,246,3,10032
1029,First Choice Chinese Restaurant,4be727362468c928ca290243,40.837714063687,-73.94224186826041,80,171,146,2,10032
1030,Silver Palace Chinese Restaurant,4e4cd2babd413c4cc66c7241,40.83600551281902,-73.94334179910396,251,543,210,2,10032
1031,new lucky star kitchen,52a010ba11d285144d71428f,40.840794510899705,-73.93629497376187,3,3,3,0,
1032,Splendid China Restaurant,4dcc827952b1648798ff17f5,40.83628406737483,-73.94007220915071,17,71,71,0,10032
1033,Panda Chinese Restaurant,4d6945906297721e3e8bc6b5,40.847148,-73.935322,1,1,1,0,10033
1034,Number 1 Chinese Food,515b3a43e4b0103638560c5b,40.836226,-73.943182,10,17,17,0,
1035,Fu Sing,4c13e658a5eb76b00dd0c0b7,40.84667758745689,-73.9383672959123,29,54,53,1,10033
1036,3849 Broadway No 1 Chinese,4f734896e4b053123fb09b0e,40.836518,-73.943531,4,6,6,0,10032
1037,China Sun,4c80650ed4e237043daf5488,40.84443167,-73.9371269,26,86,82,1,10033
1038,New Luck Garden,4b908f2cf964a520fd8f33e3,40.83275177152507,-73.94209588912703,247,495,124,2,10032
1039,Happy Family Chinese Restaurant,4e4cd50fbd413c4cc66c8579,40.831457,-73.947493,1,7,7,0,10031
1040,Number 1 Restaurant,4df2b248e4cda09e6da0bb9d,40.836345177964446,-73.94291943820092,17,47,47,2,10032
1041,King House,4ccc94697c2ff04df3429a7e,40.836651742758555,-73.94014109421869,37,107,100,1,10032
1042,Lucky Ho Lee,4c82d021dc018cfabe5bd36c,40.83295785,-73.945406,30,83,83,0,10032
1043,Silver Garden,4d54b659cc65a1439a9f455e,40.836226012488694,-73.94353939381375,10,35,33,1,10032
1044,Yang Fan Restaurant,4cacb65944a8224b66ee3540,40.831183649844334,-73.9414499058546,19,58,58,0,10032
1045,Oriental Chinese,513c2ccfe4b0fce940606cfc,40.83377913878213,-73.94496698886483,50,195,145,2,10032
1046,Jing Bin Seafood,51a0ef8a498efbc52aabc2a0,40.843483,-73.939291,0,0,0,0,10002
1047,Hua Yung Kitchen,4da4d9d9cda109f02fb1b51f,40.84583779428026,-73.93841896017027,32,60,60,0,10033
1048,Lucky Star Chinese Restaurant,4d8f6562c1b1721ea14b4546,40.84057,-73.93646,25,93,83,1,10032
1049,New Happiness Chinese Food To Take Out,4b620f4ff964a5201e332ae3,40.82954071552846,-73.94813159576555,68,261,252,6,10031
1050,Panda House,4c01bc9b716bc9b6e46bbc55,40.8604247218898,-73.92805485707328,240,893,518,6,10040
1051,Empire Chinese Restaurant,4c5a1c706407d13ac80bb428,40.855958906588945,-73.92887841181947,92,242,142,1,10040
1052,Golden Star,4b8d55aef964a52050f532e3,40.84972502907437,-73.93625936786627,444,968,580,8,10033
1053,Chop Chop,4babfacaf964a5203bdb3ae3,40.84999477426317,-73.92957273598162,247,684,567,9,10033
1054,Great Wall Chinese Restaurant,4aaed36bf964a520736320e3,40.85085901713292,-73.93834216873442,137,423,411,9,10033
1055,Yang Garden,4b292f38f964a520939a24e3,40.85530896752232,-73.93783226069496,70,302,291,2,10033
1056,No. 1 Chinese Restaurant,4b3fe94af964a520e2b125e3,40.85123671099152,-73.93960586750859,138,422,412,5,10033
1057,New Star,4e57f4d845dd1de4d98ea493,40.851682631863454,-73.93037639157042,9,68,68,0,10033
1058,China Wok,4c3b4e78e927b713345e5eb2,40.855397106286624,-73.93774158324958,4,6,6,0,10033
1059,Chan's Kitchen,4b26f208f964a520588324e3,40.85564698496216,-73.93291376900407,43,212,194,2,10040
1060,Silver Palace,4ba411c8f964a5202d7e38e3,40.84981135311256,-73.93353375663406,17,70,69,2,10033
1061,Panda Chinese Restaurant,4d6945906297721e3e8bc6b5,40.847148,-73.935322,1,1,1,0,10033
1062,Golden City Chinese Restaurant,4e4cd2b3bd413c4cc66c71fe,40.85197042533453,-73.92868287459251,23,75,73,2,10033
1063,Fu Sing,4c13e658a5eb76b00dd0c0b7,40.84667758745689,-73.9383672959123,29,54,53,1,10033
1064,China Sun,4c80650ed4e237043daf5488,40.84443167,-73.9371269,26,86,82,1,10033
1065,Fei Ming Chinese Restaurant,4f447a7719836ed00194659f,40.86038,-73.92768,3,3,3,0,10040
1066,HappyWorld,4f0a586de4b0e8907c8db257,40.85568223880528,-73.93418244527307,1,15,15,1,
1067,King Garden,4cd4b4b12944b1f707d658ec,40.8518857228541,-73.93484637393576,40,296,279,1,10033
1068,Golden Dragon,4bec7985b68520a17f2c1287,40.86144175649594,-73.92522116510834,35,91,74,3,10040
1069,New Peking,4e4cd273bd413c4cc66c6fc8,40.861066,-73.926199,1,1,1,0,10040
1070,No. 1 Restaurant,4bcc4cf4b6c49c7424709391,40.8575259112219,-73.93217977743787,130,480,402,7,10040
1071,Hang Lung,4c7eedaed860b60c77895f9d,40.85532649239897,-73.92934178518917,34,154,139,1,10040
1072,Jing Bin Seafood,51a0ef8a498efbc52aabc2a0,40.843483,-73.939291,0,0,0,0,10002
1073,New Star Chinese Food,4e4d8676d4c019a18a3ca538,40.857445070590735,-73.9273233411204,9,18,15,0,
1074,Hua Yung Kitchen,4da4d9d9cda109f02fb1b51f,40.84583779428026,-73.93841896017027,32,60,60,0,10033
1075,Golden City Kitchen,4f322d3219836c91c7bdb1af,40.851374,-73.928666,4,4,4,0,10033
1076,NO.1 Chinese Restaurant,4e78d316fa769112d5872477,40.85562919771903,-73.91399171283997,112,397,52,0,10453
1077,Panda House,4c01bc9b716bc9b6e46bbc55,40.8604247218898,-73.92805485707328,240,893,518,6,10040
1078,Empire Chinese Restaurant,4c5a1c706407d13ac80bb428,40.855958906588945,-73.92887841181947,92,242,142,1,10040
1079,Ten Tan Chinese Restaurant,4c866b6c2f1c236a78f75c43,40.86424578,-73.919072,54,142,100,1,10034
1080,"""U"" Like",4bd5f4d229eb9c74c64594e1,40.8675317158944,-73.92156645636662,143,477,419,6,10034
1081,Chop Chop,4babfacaf964a5203bdb3ae3,40.84999477426317,-73.92957273598162,247,684,567,9,10033
1082,chen's kitchen,57ef2c57498e8000d8f06479,40.865047,-73.927103,10,21,16,0,10040
1083,Great Wall Chinese Restaurant,4aaed36bf964a520736320e3,40.85085901713292,-73.93834216873442,137,423,411,9,10033
1084,Hang Lee,4b5b3c48f964a52032ed28e3,40.86738898904599,-73.92329796650934,42,163,147,4,10034
1085,Ming Moon Buffet,4bcbae5d68f976b01da46183,40.869806946439496,-73.91539830041016,19,33,33,1,10034
1086,Yang Garden,4b292f38f964a520939a24e3,40.85530896752232,-73.93783226069496,70,302,291,2,10033
1087,No. 1 Chinese Restaurant,4b3fe94af964a520e2b125e3,40.85123671099152,-73.93960586750859,138,422,412,5,10033
1088,New Star,4e57f4d845dd1de4d98ea493,40.851682631863454,-73.93037639157042,9,68,68,0,10033
1089,China Wok,4c3b4e78e927b713345e5eb2,40.855397106286624,-73.93774158324958,4,6,6,0,10033
1090,maya restaurant,4f8d80f6e4b0194668a7ee3d,40.8568833,-73.9193012,1,1,1,0,10453
1091,Chan's Kitchen,4b26f208f964a520588324e3,40.85564698496216,-73.93291376900407,43,212,194,2,10040
1092,Amy's Restaurant,4ba2b1faf964a5200d1138e3,40.86694268993064,-73.92084657831091,79,167,164,9,10034
1093,China Sea,4bd4c61b5631c9b6ae1fa330,40.865252,-73.926919,37,100,99,2,10040
1094,Silver Palace,4ba411c8f964a5202d7e38e3,40.84981135311256,-73.93353375663406,17,70,69,2,10033
1095,One Family,4c27d3e397d00f47b4fd3eea,40.863065425,-73.927404075,25,58,56,1,10040
1096,Golden City Chinese Restaurant,4e4cd2b3bd413c4cc66c71fe,40.85197042533453,-73.92868287459251,23,75,73,2,10033
1097,Super Green Chinese Restaurant,4f3237c419836c91c7c1bfd0,40.863198,-73.927454,2,4,4,0,10040
1098,Fei Ming Chinese Restaurant,4f447a7719836ed00194659f,40.86038,-73.92768,3,3,3,0,10040
1099,No 1 china,4c7c4e13a141b1f774e86a79,40.849777,-73.916004,8,15,15,0,10453
1100,HappyWorld,4f0a586de4b0e8907c8db257,40.85568223880528,-73.93418244527307,1,15,15,1,
1101,Amy's Chinese,4c3be5277d00d13a56493850,40.86725293963898,-73.9204389674392,34,39,38,1,10034
1102,King Garden,4cd4b4b12944b1f707d658ec,40.8518857228541,-73.93484637393576,40,296,279,1,10033
1103,Chinese Gourmet,50b43708e4b019904a1d757e,40.85294007054954,-73.9202552552176,11,29,25,0,10453
1104,China King,4e4cd287bd413c4cc66c7098,40.8653328846298,-73.92338982120373,1,3,2,0,10034
1105,Golden Dragon,4bec7985b68520a17f2c1287,40.86144175649594,-73.92522116510834,35,91,74,3,10040
1106,Empire Kitchen,4bd620e4637ba5935eb8f770,40.866103876234845,-73.92032988832855,8,15,15,0,10034
1107,China City Restaurant,4f322aa419836c91c7bcb8bb,40.861726,-73.911677,5,7,7,0,10468
1108,New Peking,4e4cd273bd413c4cc66c6fc8,40.861066,-73.926199,1,1,1,0,10040
1109,No. 1 Restaurant,4bcc4cf4b6c49c7424709391,40.8575259112219,-73.93217977743787,130,480,402,7,10040
1110,Hang Lung,4c7eedaed860b60c77895f9d,40.85532649239897,-73.92934178518917,34,154,139,1,10040
1111,Lotus Express,4b9aeeedf964a52086e435e3,40.86753233154188,-73.9243627793908,49,155,149,4,10034
1112,New Star Chinese Food,4e4d8676d4c019a18a3ca538,40.857445070590735,-73.9273233411204,9,18,15,0,
1113,Golden City Kitchen,4f322d3219836c91c7bdb1af,40.851374,-73.928666,4,4,4,0,10033
1114,Broadway China,4e4cd247bd413c4cc66c6e79,40.86752363548144,-73.92436577464964,2,23,23,0,10034
1115,Eastern Chinese Restaurant,4cd61596dfb4a1cd84565d5c,40.86471608475738,-73.92790787036898,18,77,77,1,10040
1116,Panda House,4c01bc9b716bc9b6e46bbc55,40.8604247218898,-73.92805485707328,240,893,518,6,10040
1117,Empire Chinese Restaurant,4c5a1c706407d13ac80bb428,40.855958906588945,-73.92887841181947,92,242,142,1,10040
1118,chen's kitchen,57ef2c57498e8000d8f06479,40.865047,-73.927103,10,21,16,0,10040
1119,Yang Garden,4b292f38f964a520939a24e3,40.85530896752232,-73.93783226069496,70,302,291,2,10033
1120,China Wok,4c3b4e78e927b713345e5eb2,40.855397106286624,-73.93774158324958,4,6,6,0,10033
1121,Chan's Kitchen,4b26f208f964a520588324e3,40.85564698496216,-73.93291376900407,43,212,194,2,10040
1122,China Sea,4bd4c61b5631c9b6ae1fa330,40.865252,-73.926919,37,100,99,2,10040
1123,One Family,4c27d3e397d00f47b4fd3eea,40.863065425,-73.927404075,25,58,56,1,10040
1124,Golden City Chinese Restaurant,4e4cd2b3bd413c4cc66c71fe,40.85197042533453,-73.92868287459251,23,75,73,2,10033
1125,Super Green Chinese Restaurant,4f3237c419836c91c7c1bfd0,40.863198,-73.927454,2,4,4,0,10040
1126,Fei Ming Chinese Restaurant,4f447a7719836ed00194659f,40.86038,-73.92768,3,3,3,0,10040
1127,HappyWorld,4f0a586de4b0e8907c8db257,40.85568223880528,-73.93418244527307,1,15,15,1,
1128,King Garden,4cd4b4b12944b1f707d658ec,40.8518857228541,-73.93484637393576,40,296,279,1,10033
1129,Golden Dragon,4bec7985b68520a17f2c1287,40.86144175649594,-73.92522116510834,35,91,74,3,10040
1130,New Peking,4e4cd273bd413c4cc66c6fc8,40.861066,-73.926199,1,1,1,0,10040
1131,No. 1 Restaurant,4bcc4cf4b6c49c7424709391,40.8575259112219,-73.93217977743787,130,480,402,7,10040
1132,Hang Lung,4c7eedaed860b60c77895f9d,40.85532649239897,-73.92934178518917,34,154,139,1,10040
1133,New Star Chinese Food,4e4d8676d4c019a18a3ca538,40.857445070590735,-73.9273233411204,9,18,15,0,
1134,Eastern Chinese Restaurant,4cd61596dfb4a1cd84565d5c,40.86471608475738,-73.92790787036898,18,77,77,1,10040
